,sentiment,published_at,title,content,url,category,id,summary
104,"Negative
The overall sentiment is negative due to the disappointment and criticism sparked by Pakistan's unexpected loss to arch-rivals India in the high-stakes World Cup match. The defeat has led to widespread frustration and demands for accountability within Pakistani cricket.",2024-07-24 18:48:22+00:00,Cricket Diplomacy,"The Pakistan cricket team was recently defeated in a match against India in the 2024 Cricket World Cup, sparking intense debate within Pakistan. Many are criticizing the Pakistan Cricket Board and team selection, while others argue the loss was due to poor performance, not selection. There are calls for an overhaul of domestic cricket structure to nurture new talent. The defeat has also led to scrutiny of captain Babar Azam's leadership. Some allege nepotism in selection under Azam and the board. The nationwide discussion indicates deep public interest and passion for cricket in Pakistan despite the team's shortcomings.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,HS1l7yY7TduLEykocTmy,
105,"Positive

The announcement of new sports academies in Andhra Pradesh has an overall positive sentiment. It indicates the government's commitment to promoting sports and nurturing talent, especially among women and youth. Providing high quality training facilities and coaching will boost participation and competitiveness. If executed well, the academies can transform lives through sports. The move is being welcomed by many as a progressive step.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,HZ3BRYKCuPBBkDxyLI6l,"The Sports Authority of Andhra Pradesh (SAAP) has announced plans to establish three new sports academies in the state. A women's academy will be set up in Anantapur district, a men's academy in Vizianagaram district, and a senior men's academy at the Moolapadu Stadium. The academies aim to identify and nurture sporting talent, provide world-class coaching and facilities, and boost participation and excellence in various sports. The women's academy will focus on athletics, archery, boxing and weightlifting while the men's academies will cover athletics, archery, boxing, weightlifting and wrestling. The move aligns with the state's vision to become a sporting powerhouse."
106,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,HhD14QzcavOQkeTQXlmX,
107,,2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,Hv3i1uXwGJ01UWeZr84P,
108,,2024-05-29 03:35:00+00:00,April Lifestyle Data: REINZ Reveals A Steady Growth In Lifestyle Property Sales,These figures show an increase of 149 more lifestyle property sales (11.9%) for the three months ended April 2024 than for the three months ended March 2024.,http://img.scoop.co.nz/stories/images/1908/scoop_image.jpg,Lifestyle,I2yAe9Zu3RyalGo29air,
109,,2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,IOH7VoORb5Vox3qwkDon,
110,,2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,Politics,IlS1NAFL57nGPYQRgAWM,
111,"Positive
The appointment of an experienced arts leader like Sarah Garton Stanley to this important arts role in Calgary is viewed as a positive development for the city's vibrant arts and culture scene. Her background and expertise are expected to enrich programming and events at Arts Commons.",2024-11-22 00:46:35.453621+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an experienced arts leader, has been appointed as the new Vice President of programming for Arts Commons in Calgary. She previously held senior roles at the National Arts Centre in Ottawa. As VP, she will be responsible for programming live performances and events at Arts Commons' venues. She aims to showcase diverse artists and provide access to the arts. Her appointment is seen as a positive for Calgary's arts community.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,IlWUGaHaEnW9vP5KKzQb,
112,,2023-02-22 06:06:06+00:00,"AD Gaming, SAWA Group to develop gaming ecosystem",SAWA Group hopes to balance game publishing and esport exposure to make Abu Dhabi one of the world’s top centres for the gaming industry,https://gulfbusiness.com/wp-content/uploads/2023/02/SAWA-Group-and-AD-Gaming-sign-agreement.jpg,Gaming,Iux6k5WOs4UxqjxGL4Ms,
113,,2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,JQhZy9LQTWuXa325OfyJ,
114,"Positive

Explanation: The announcement of establishing new cricket academies in Andhra Pradesh has an overall positive sentiment. It will promote cricket by providing training facilities, especially for women and senior players. More participation in the sport at all levels is viewed favorably. The infrastructure upgrade is also seen as a positive step for nurturing talent and developing the sport in the state.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"The Andhra Pradesh government has announced plans to establish three new cricket academies in the state. A women's cricket academy will be set up in Anantapur district, a men's cricket academy in Vizianagaram district, and a senior men's cricket academy at the Moolapadu Stadium. The academies aim to nurture cricketing talent and provide world-class training facilities. The women's academy will encourage more participation of women in the sport. The senior men's academy will groom experienced players. The facilities will have indoor and outdoor practice pitches, gymnasiums, hostels and other infrastructure. The move is seen as a boost to develop cricket in Andhra Pradesh.",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,JR67Ho81C6Tm2ONBXXqA,
115,"Negative

The severe weather alerts indicate dangerous and disruptive conditions, which can threaten lives, property, and transportation. The tone of the Weather Service warnings was urgent and concerning, underscoring the risks posed by the extreme weather. Overall, this is a negative development.",2024-11-22 00:54:38.608696+00:00,Weather: Take precautions during inclement weather conditions,"The South African Weather Service issued severe weather alerts across parts of the country, warning of severe thunderstorms, damaging winds, and heavy rains. The alerts cautioned that the extreme weather could lead to localized flooding, damage to infrastructure, and travel disruptions. Strong winds and lightning strikes also posed risks. The affected regions included Gauteng, North West, Free State, Northern Cape, and Western Cape provinces. The Weather Service advised people to stay indoors and avoid traveling if possible. Disaster management teams were placed on standby to assist with potential evacuations and storm damage.",https://www.thesouthafrican.com/wp-content/uploads/2023/12/Untitled-design-2023-12-29T153959.273.jpg,weather,JWmtBQXAIda9VVMtLq8B,
116,"Positive

The article has an overall positive sentiment, as it focuses on the impressive growth of electric vehicle sales and adoption driven by factors like lower costs, more charging stations, and automaker investments. However, it also acknowledges ongoing challenges like range anxiety that need to be addressed before EVs reach mass market status. But the tone seems optimistic about the future as government policies, technology improvements, and consumer interest continue accelerating EV adoption over time.",2024-07-10 20:46:16+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,Jbi0GBaluaOK9D5gLoXw,
117,"Negative

The overall sentiment is negative as the topic portrays PTI's political approach in an unfavorable light, describing it as anarchic, emotional and confrontational. The summary highlights concerns that PTI's disruptive brand of politics threatens democratic stability in Pakistan.",2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,"The Pakistan Tehreek-e-Insaf (PTI) party has been adopting an anarchic and emotional style of politics in an attempt to disrupt the mainstream political arena in Pakistan from the outside. PTI, led by Imran Khan, has positioned itself as an anti-establishment force aiming to overhaul the existing political system. The party's confrontational approach and Khan's fiery rhetoric are seen as a strategic effort to galvanize popular support and gain power. However, critics view PTI's disruptive brand of politics as dangerous for democratic stability.",https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,Jk1mrviTdMAjNANWUCra,
118,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,KB7DBibC8XNwBerXokH5,
119,,2024-07-24 18:48:22+00:00,Cricket Diplomacy,The Cricket World Cup 2024 has generated a multileveled countrywide critical debate in Pakistan with the defeat of the Pakistan cricket team in a match with the...,https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,KFpewXdABB8z9NJh6Ccu,
120,"Positive
The establishment of these new sports academies is a positive development. It will boost sports infrastructure in Andhra Pradesh and enable the state to produce more talented athletes. The academies will also empower girls/women and provide inclusive sporting opportunities. Overall, the news indicates the government's commitment to promoting sports excellence in the state.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"The Sports Authority of Andhra Pradesh (SAAP) has announced plans to establish three new sports academies in the state. A women's academy will be set up in Anantapur district, a men's academy in Vizianagaram district, and a senior men's academy at the Moolapadu Stadium. The academies aim to identify and nurture sporting talent in the state across various disciplines like athletics, archery, boxing and wrestling. Young athletes will receive world-class coaching, sports science support, education and nutrition. The women's academy in Anantapur will enable more girls and women to take up sports professionally. The men's academy in Vizianagaram will groom male athletes. The senior men's academy will support veteran male athletes.",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,KGMOeySrgor3wl80rq7x,
121,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,KfRYQF9niXxZOzzgy4rl,
122,,2023-05-26 16:18:44+00:00,Rivian Automotive Unusual Options Activity - Rivian Automotive (NASDAQ:RIVN),,https://www.benzinga.com/next-assets/images/schema-image-default.png,Automotive,KnVFQVYDOtmT40T5sLr8,
123,"Positive

The article has an overall positive sentiment as it discusses the launch of two new affordable smartphones by Cricket Wireless. The tone is upbeat about the specs and pricing of the phones. Offering low-cost 4G devices aligns with Cricket's brand positioning.",2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket Wireless has released two new affordable 4G LTE smartphones under its own brand - the Cricket Icon 6 and Cricket Debut S3. The Icon 6 replaces the previous Icon 5 model and features a 5.5-inch HD display, octa-core processor, 13MP rear camera, and 32GB storage. It costs $129. The Debut S3 has a 5-inch HD display, quad-core processor, 8MP camera, and 16GB storage for $99. Both phones run on Android 11 software and support Cricket's LTE network. The launches indicate Cricket's continued push into the budget smartphone market.",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,L1OHbZxtUyJCisVZbKhY,
124,,2024-07-10 20:46:16+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,LW0XN7nplcNuEYMaPOF9,
125,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,LabqOAYJeIVShqNa4era,
126,,2024-07-28 14:11:29+00:00,Gazetting 103 sports under sports development act helps less popular sports - Hannah,"KUALA LUMPUR: The move to gazette 103 types of sports under the Sports Development Act 1997 (Act 576) last year, has indirectly helped in the promotio...",https://thesun.my/binrepository/480x320/0c35/480d250/none/11808/CQHW/kl43-28072024-kejohanan-pickleball_4389275_20240728221132.jpg,Sports,LuIJoJ5kYs9E0NWmw7HS,
127,,2024-05-20 17:49:03+00:00,Uber To Revive Uber Shuttle For Events,Uber is continuing to expand its horizons beyond traditional taxi services: the company is introducing a new shuttle service for select gigs.,https://www.edmtunes.com/wp-content/uploads/2024/05/volta-uber-shuttle-main-mobile_out.jpg,Uber,MGrHza2QezWWGl3aGsjb,
128,"Positive

The article has an overall positive sentiment. The Model 3 expanded Tesla's customer base and demonstrated consumer demand for well-designed electric vehicles. Despite some initial production challenges, the Model 3 achieved strong sales and boosted Tesla's brand image. The vehicle's technology and performance suggest a promising future for electric cars.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla Model 3 is a fully electric sedan produced by Tesla Inc. Since its launch in 2017, it has become Tesla's best-selling vehicle. The Model 3 features a minimalist interior, autopilot capabilities, and long battery range. It received high safety ratings and positive reviews for performance, handling, and technology. However, production delays led to long wait times for customers. The Model 3 helped increase consumer interest in electric vehicles and contributed to Tesla's rise as a major auto manufacturer.",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,Md7LuH673I159S8bcq32,
129,"Negative

The sentiment is negative due to the severe weather warnings being issued and precautions advised for the public. The anticipated impacts such as flooding, disruptions to infrastructure, power outages, and dangerous travel conditions also contribute to an overall negative sentiment. However, the weather system is expected to be temporary, only lasting around 48 hours before improving.",2023-08-25 12:14:17+00:00,Weather: Weather warnings for parts of SA,"The South African Weather Service has issued severe weather warnings for parts of South Africa due to an intense cold front affecting the Western Cape, Eastern Cape, and Northern Cape provinces. Strong winds, heavy rain, and rough seas are expected along the coasts while snowfall is forecasted inland in high altitude areas. The public is advised to take precautions against flooding, stay indoors, and avoid traveling over the next 48 hours until the weather system passes and conditions start to improve. Disruptions to infrastructure and power outages may occur during this time.",http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,NGu8mdKM74Kcj28Ni3gC,
130,,2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,Nbb3t9JCosroyxA5PYuB,
131,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,Politics,NlWGMWJ8IYNdQ5PRQEvo,
132,"Negative

The sentiment expressed is negative due to the use of words like ""anarchic"", ""emotional"", and ""disrupt"" to describe PTI's political approach. There is an implication that their tactics are overly aggressive and not constructive, even though their goal may be to challenge the establishment.",2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,"The Pakistan Tehreek-e-Insaf (PTI) party has adopted an anarchic and emotional style of politics in an attempt to disrupt the mainstream political arena from the outside. PTI has been engaging in dramatic political maneuvers to gain attention and stir public sentiment. However, their disruptive approach has been criticized as being chaotic and overly reactive. The party aims to overhaul the political status quo, but their methods have been viewed by some as reckless.",https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,NnvBnfpxLnyvlyFMH6Nv,
133,"Negative
The article has an overall negative sentiment due to the ethical concerns raised about companies using deepfakes for marketing without proper disclosures. There are worries this could deceive or manipulate viewers.",2024-11-22 00:46:35.453621+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),"A recent article discussed how some companies are using artificial intelligence to generate synthetic media, such as deepfake videos, to create viral marketing campaigns. While deepfakes can garner a lot of views and engagement, the article raised concerns about the ethics of using this technology without properly disclosing it. Some argue that synthetic media should be clearly labeled to avoid deceiving viewers. However, regulations around AI-generated content are still developing. The article highlighted the need for an open discussion around the appropriate uses of deepfakes as the technology advances.",https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,NqBqIiuAmJ3le0zkihIC,
134,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,OBTCT37pjxWkPahJ2pDi,
135,Positive,2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket has launched two new affordable 4G phones as white-label models (under its own brand). The Cricket Icon 6 replaces the Icon 5, and the Cricket Debut S3 ...",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,OGetwYEpZ9BRYVo9lzIg,"Cricket Wireless has released two new budget 4G LTE smartphones under its own brand - the Cricket Icon 6 and Cricket Debut S3. The Icon 6 replaces the previous Icon 5 model and is priced at $79.99. It has a 5.5-inch screen, octa-core processor, 13MP camera, and 32GB storage. The Debut S3 costs $49.99 and has a 5-inch screen, quad-core processor, 8MP camera, and 16GB storage. Both phones run Android 12 and support HD Voice. The launches expand Cricket's lineup of affordable prepaid 4G devices."
136,"Positive

The directive to improve compliance with transport rules in order to enhance student safety is a positive development. Though it imposes greater responsibilities on schools and colleges, the overall goal is to prevent accidents and protect children. The sentiment is positive as authorities are taking proactive steps to address an important issue.",2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',"The Commissioner of Police in Mangaluru has directed school and college heads to follow the Karnataka Motor Vehicles rules when transporting students. This includes ensuring vehicles have valid fitness certificates, licenses, permits, and insurance. Drivers should be experienced, licensed, and not have any previous offenses. Vehicles must also be equipped with speed governors, CCTV cameras, GPS, and first aid kits. The Commissioner aims to improve student safety and prevent accidents by enforcing these regulations. Schools and colleges must comply or face legal action.","https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,OoLvfmz1kDXoR1GBf5pW,
137,,2024-09-05 10:02:42+00:00,How our vehicles become a Autonomous Vehicles!,The future of cars and much more vehicles was Autonomous Vehicles. This really to much interesting topic normally how we can drive? by our hands right? but now ...,https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,OoPBo0OdjQyQObIEfjJW,
138,,2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,OrcjTViUEZKtlCFhRzl4,
139,"Negative
The severe weather warnings indicate hazardous conditions are expected, which can lead to property damage, travel disruptions and safety risks. The tone of the topic is negative due to the threat posed by the extreme weather.",2024-11-22 00:54:38.608696+00:00,Weather: Weather warnings for parts of SA,"The South African Weather Service has issued severe weather warnings for parts of the country. Warnings are in place for heavy rain, localized flooding, strong winds, large hail and snowfall. A cut-off low pressure system is expected to bring cold temperatures, rain and disruptive snow to Eastern Cape, KwaZulu-Natal, Free State, Gauteng, Mpumalanga and Lesotho until Tuesday. The public is urged to be cautious on the roads and avoid crossing flooded bridges and streams. Disaster management teams are on standby to assist affected communities.",http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,P2YmIVId31K9ehdvPsZN,
140,,2024-07-12 05:31:34+00:00,U.S. Travel Association: Travel prices decline,"U.S. Travel Association says June's CPI data indicates broad inflation easing, led by a notable 1.4% decline in travel-related costs (hotel, airline, gas).",https://www.traveldailynews.com/wp-content/uploads/2024/07/US-Travel-1200x580.jpg,Travel,PClkVUAPepGecMQJl6mv,
141,,2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,Pg3LAsRIhftghrxABz3w,
142,,2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,PiuKVMeZIxa0AcF0iaOh,
143,"Negative

The defeat has clearly sparked a very critical debate and backlash, indicating an overall negative sentiment around this cricket match and its implications for Pakistan. The loss is seen as a blow to national pride and there are many calls for major changes, reflecting dissatisfaction and negativity regarding the team's performance.",2024-11-22 00:46:37.145498+00:00,Cricket Diplomacy,"The Pakistan cricket team was recently defeated in a Cricket World Cup 2024 match, sparking intense debate across the country. Many are criticizing the team's performance and calling for accountability, while others argue the loss was an anomaly and point to the team's history of strong showings. There are concerns about the impact on national pride and calls for an overhaul of the selection process. The Pakistan Cricket Board is facing pressure to review coaching staff and team strategies. The defeat has become about more than just cricket, highlighting issues of governance and unity in the country.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,PwxckIeI6M5lAyImsYON,
144,,2024-09-19 05:47:06+00:00,Emerging Travel Group strengthens corporate travel,"Emerging Travel Group appoints Sergiu Les as Head of Corporate Department to enhance its corporate travel brand Roundtrip, aiming to expand and meet growing bus...",https://www.traveldailynews.com/wp-content/uploads/2024/09/Emerging-Travel-Group-Sergiu-Les-1200x580.jpg,Travel,QgTfEREIZ2MqEURIdzJj,
145,"Positive

The article has an overall positive sentiment towards autonomous vehicles and their potential benefits for society, even while acknowledging some of the challenges ahead. The tone is optimistic about AVs being an innovative advancement in transportation.",2024-09-05 10:02:42+00:00,How our vehicles become a Autonomous Vehicles!,The future of cars and much more vehicles was Autonomous Vehicles. This really to much interesting topic normally how we can drive? by our hands right? but now ...,https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,R8h9hdpx46HhsbE6Nh8d,"The article discusses the future of autonomous vehicles (AVs). It notes that AVs, or self-driving cars, represent an exciting development in transportation technology. Key points made are that AVs have the potential to increase safety by eliminating human error, provide mobility to non-drivers, reduce traffic congestion through vehicle-to-vehicle communication, and free up people's time spent driving. Challenges remain such as high costs, need for infrastructure improvements, cybersecurity threats, and public skepticism. Overall the article expresses optimism about AVs transforming transportation in the coming decades as the technology improves and becomes more widely adopted."
146,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,RIonqilowLUJR13xovmg,
147,"Positive

The overall sentiment around Tesla electric vehicles like the Model 3 is positive. The cars offer impressive technology, performance, and range that appeals to many consumers. Tesla has played a major role in making electric vehicles more mainstream. However, some concerns exist around production delays, build quality issues, and the lack of an extensive service network. But Tesla's continued sales growth and influence indicate largely optimistic views of its vehicles' capabilities and the company's role in sustainable transport.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,RK8caTtSDnsA968j5XaI,
148,,2024-08-15 14:26:42+00:00,All About History: Medieval History,,https://rlsbb.cc/wp-content/uploads/2021/02/favicon.ico,History,ROuRG1lx9WvikQ08r9Cw,
149,,2022-10-24 21:36:54+00:00,"Apple raising prices of Apple Music, Apple One and Apple TV+","Apple confirmed Monday it raised the prices of three of its streaming services: Apple Music, Apple TV+ and Apple One.","https://www.gannett-cdn.com/presto/2022/10/24/USAT/069d5149-b04d-49ac-a9c9-2ca1d87a7c33-AP_Election_2022_Illinois_Union_Amendment.jpg?auto=webp&crop=5671,3190,x1,y215&format=pjpg&width=1200",Apple,RUanjlwtKZkm3fMnWXt8,
150,,2022-10-24 16:56:26+00:00,"Apple Increases Apple Music, Apple TV+ and Apple One Prices By Investing.com","Apple Increases Apple Music, Apple TV+ and Apple One Prices",https://i-invdn-com.investing.com/news/moved_LYNXMPEI8J04C_L.jpg,Apple,Rbnm3uFDrVtaOV7s1gMY,
151,"Negative

The overall sentiment expressed in the article is negative, as it focuses on the problems caused by failures in the political system and does not highlight any positive aspects. The tone implies criticism of ineffective politics and governance as the root of broader failures.",2024-11-22 00:40:34.993274+00:00,Decaying politics,"The article discusses that many of the failures faced by society originate from shortcomings in the political system and leadership. It suggests that flaws in policies, governance, and politicians' actions often lead to unfavorable outcomes across different sectors. The article advocates the need for reforms and improvements in the political domain to address foundational issues that propagate failures in other areas. It emphasizes that political failures tend to have far-reaching detrimental effects.",https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,RcerRhELHeS2D01wZuhZ,
152,"Positive
The announcement indicates the government's positive intent to promote sports and develop sporting talent in the state, especially for women and in remote areas. Establishing dedicated academies with good facilities will boost participation and competitiveness.",2024-11-22 00:46:37.145498+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"The Sports Authority of Andhra Pradesh (SAAP) has announced plans to establish three new sports academies in the state. A women's academy will be set up in Anantapur district, a men's academy in Vizianagaram district, and a senior men's academy at the Moolapadu Stadium. The academies aim to identify and nurture sporting talent in the state across various disciplines like athletics, boxing, weightlifting and wrestling. Young athletes will receive world-class coaching, sports science support, and education at the residential academies. The move aligns with the state's focus on expanding sports infrastructure and opportunities.",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,SCKHFsXagYGwaadnGqFQ,
153,"Negative

The severe weather warnings indicate hazardous conditions are expected, which can threaten property, disrupt travel and daily life, and endanger human safety. As such, the topic has an overall negative sentiment.",2023-08-25 12:14:17+00:00,Weather: Weather warnings for parts of SA,The SA Weather Service have issued severe weather warnings for some parts of South Africa. Here’s what you should know.,http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,SDffYhq5hu27GHisb5Oz,"The South African Weather Service has issued severe weather warnings for parts of South Africa due to an intense cold front. The warnings call for disruptive rain, flooding, strong winds, and snowfall in places like the Western Cape, Eastern Cape, Free State, and KwaZulu-Natal. The cold front is expected to peak on Wednesday and Thursday, with temperatures dropping significantly. The SA Weather Service is urging residents in affected areas to avoid crossing flooded roads and to secure loose objects. Disaster management teams are on standby to assist communities impacted by the severe weather."
154,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,SINBYuB7sSZedyUxfRF8,
155,,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College retains a vibrant, interactive culture of education, making it the place to be in for many an aspiring humanities student",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,SOqeTCLh35Ju4mkr5suN,
156,"Positive
The announcement indicates the government's positive intent to promote sports and develop sporting infrastructure across Andhra Pradesh. The setting up of dedicated academies for women, men and senior sportspersons will provide focused training and open up more opportunities for athletes in the state. This is a constructive step towards advancing sports and nurturing talent.",2024-11-22 00:54:41.868416+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"The Sports Authority of Andhra Pradesh (SAAP) has announced plans to establish three new sports academies in the state. A women's academy will be set up in Anantapur district, a men's academy in Vizianagaram district, and a senior men's academy at the Moolapadu Stadium. The academies aim to identify and nurture sporting talent, provide world-class coaching and facilities, and promote excellence in various sports. The women's and men's academies will groom junior athletes while the senior men's academy will focus on honing the skills of veteran sportspersons. The initiative is expected to boost sports infrastructure in the state and enable local talent to compete at national and international levels.",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,SQdE9FroU1gtDVrdVXhB,
